date,title,sentiment_label,sentiment_score
2015-06-11,"Agilent Tech, Waters Corp. Announce Formal Agreement To Exchange Instrument Controls To Improve Prod",Negative,-1
2015-06-12,"Agios Reports New, Final Data from Phase 1 Multiple Ascending Dose (MAD) Study in Healthy Volunteers",Positive,1
2015-06-15,Adam Feuerstein @adamfeuerstein Tweet: $AAVL — Best I can guess an explanation for stock drop is con,Neutral,0
2015-06-16,Mid-Afternoon Market Update: Dow Surges Over 100 Points; Avalanche Biotechnologies Shares Dip Follow,Neutral,0
2015-06-17,ABB Shares Tumble Intraday Following Report of Mid-Day Downgrade to Sell at UBS,Neutral,0
2015-06-18,"8-K from Altisource Asset Mgmt Shows Chair Ashish Pandey to Step Down, George Ellison, Current CEO, ",Positive,1
2015-06-19,Stocks Hitting 52-Week Lows,Neutral,0
2015-06-20,Report: Texas Instruments Might Do Big Deal,Negative,-1
2015-06-22,Alcoa Continues To Move Lower,Negative,-1
2015-06-23,"Morgan Stanley Assumes American Airlines Group at Equal-weight, Lowers $49.00 PT",Positive,1
2015-06-24,Agilent Shares Spike to Higher With Unusual Call Activity,Negative,-1
2015-06-25,Shares of Agilent Selling Off Following News of Thermo Fisher Acquisition; Heavy Call Activity in Bo,Neutral,0
2015-06-26,"Top Performing Industries For June 26, 2015",Positive,1
2015-06-29,"Plenty Packed Into Stock Market's Holiday Week: Greece Crisis, Payrolls",Positive,1
2015-06-30,Top 4 Small-Cap Stocks In The General Building Materials Industry With The Highest ROI,Negative,-1
2015-07-01,Imperial's Bob McAdoo on Atlas Air Worldwide: 'Recent Fleet Announcements...Continue to Suggest Impr,Negative,-1
2015-07-02,"Stephens &amp; Co. Initiates Coverage on Anchor BanCorp Wisconsin at Overweight, Announces $43.00 PT",Positive,1
2015-07-05,"Materials, Europe And China ETFs To Watch This Week",Positive,1
2015-07-06,"Alcoa Earnings Preview: Crowd, Experts Have Bullish Expectations",Negative,-1
2015-07-07,"Barrington Research Initiates Coverage on Autobytel at Outperform, Announces $22.00 PT",Negative,-1
2015-07-08,"Why Alcoa, WD-40, Alibaba, Herbalife, Anthera Pharma Are Moving After-Hours",Positive,1
2015-07-09,"Morningstar: $19 Fair Value For Alcoa, 'Upside Potential From Here'",Negative,-1
2015-07-10,AbbVie Reports IMBRUIVCA Now Approved to Treat Waldenstrom's Macroglobulinemia in Europe,Negative,-1
2015-07-13,"Monday's Mid-Day Movers: Greece Reaches Deal, Dow Up Triple Digits",Negative,-1
2015-07-14,Mid-Morning Market Update: Markets Rise; JPMorgan Earnings Beat Views,Negative,-1
2015-07-16,"Credit Suisse Upgrades Walgreens, Sees Potential Cost Savings And 'Strategic' Deals",Negative,-1
2015-07-17,"5 U.S. Stocks With Rising Profit Margins, Falling Revenue",Neutral,0
2015-07-20,Market Update: Monday's Mid-Day Movers; Greece Opens Banks; Gold Dwindles,Neutral,0
2015-07-21,"Asbury Automotive Q2 EPS $0.152 vs $1.43, Revenue $1.7B vs $1.65B est",Negative,-1
2015-07-22,"SunTrust Robinson Humphrey Initiates Coverage on AbbVie at Buy, Announces $85.00 PT",Positive,1
2015-07-23,Filing from Alcoa Shows Registration for ~39.4M Shares of Common Stock,Positive,1
2015-07-24,Stocks Hitting 52-Week Highs,Negative,-1
2015-07-27,"Market Update: Top Analysts Comment On Avalanche, Whole Foods And Twitter",Positive,1
2015-07-28,Synthesis Energy Systems Offers Update on Progress at Three New Aluminum Corp. of China Industrial S,Positive,1
2015-07-29,"Deutsche Bank Maintains Buy on AbbVie, Raises PT to $85.00",Negative,-1
2015-07-30,"Atlas Air Reports Q2 Adj. EPS $1.17 vs $1.09 Est., Sales $455.83M vs $440M Est.",Neutral,0
2015-07-31,"Jim Cramer Shares His Thoughts On Seadrill, Transocean, Fiat Chrysler, Alcoa, Texas Roadhouse, Denny",Positive,1
2015-08-03,Benzinga's Top Initiations,Positive,1
2015-08-04,Benzinga's Top Upgrades,Positive,1
2015-08-05,Note Being Circulated Mentions AAC Receives Three-year Accreditation for Forterus; No Date on the We,Positive,1
2015-08-06,Benzinga's Volume Movers,Positive,1
2015-08-07,Benzinga's Top Upgrades,Positive,1
2015-08-09,'Backing Away From The Cliff' At Barrick Gold: Time To Buy?,Positive,1
2015-08-10,A Micro-Cap Gold Company That Could Provide Major Return,Negative,-1
2015-08-11,Mid-Day Market Update: Tuesday's Top 10 Volume Stocks,Positive,1
2015-08-12,"Atlantic American Corp Reports Q2 EPS $0.15, Sales $44.8M, no estimates",Positive,1
2015-08-13,"Top Performing Industries For August 13, 2015",Positive,1
2015-08-14,13F from Soros' Soros Fund Mgmt Shows New ~5.3M Share Stake in Alcoa,Positive,1
2015-08-17,Agilent Beats Q3 Expectations,Negative,-1
2015-08-18,Watch These After-Hours Movers On Tuesday,Positive,1
2015-08-19,American Apparel 13D Filing Shows Holder Standard General Holds 0.9% Stake As Of August 17,Positive,1
2015-08-20,"Top Performing Industries For August 20, 2015",Positive,1
2015-08-21,5 U.S. Stocks Suffering From China Exposure,Neutral,0
2015-08-22,Say Hello To The Value Plays Consistently Crushing Earnings,Positive,1
2015-08-23,"Glick: If I Had To Buy One Stock, It'd Be Alcoa",Positive,1
2015-08-24,Acorda Reports Patent Trials and Appeal Board (PTAB) Denies Both IPRs of AMPYRA Patents,Positive,1
2015-08-25,"Mid-Day Market Update: Tuesday's Movers; PBoC Slashes Interest Rates, Raises Liquidity",Negative,-1
2015-08-26,"Mid-Day Market Update: Wednesday's Movers, US Rebounds, China And More",Positive,1
2015-08-27,Why Piper Jaffray Is Upgrading Acadia Pharmaceuticals After A 25% Decline,Negative,-1
2015-08-28,Option Alert: $AA Sep 4 $9.5 Call; Vol 13536 vs 1458 OI; Now $9.35,Positive,1
2015-08-31,BMO Capital Upgrades The Advisory Board to Outperform,Negative,-1
2015-09-01,"Deutsche Bank Upgrades American Airlines Group to Buy, Maintains $50.00 PT",Positive,1
2015-09-02,Agilent Technologies No Longer to Include Orders in Financial Reporting,Positive,1
2015-09-03,3D Printing Facility Could Be Alcoa's Path To Modernization,Positive,1
2015-09-04,Abengoa Signs Framework Agreement with National Autonomous University of Mexico,Negative,-1
2015-09-08,Why Bank Of America Went Bullish On Alcoa,Positive,1
2015-09-09,Agilent Technologies To Acquire Seahorse Bioscience FOr $235M Cash; Seahorse FY15 Rev. Estimated At ,Negative,-1
2015-09-10,"8-K from Opthotech Shows Co. Entered Into Commercial Manufacturing, Supply Deal with Agilent",Negative,-1
2015-09-11,"Top Performing Industries For September 11, 2015",Positive,1
2015-09-13,Stocks Selling Below Cash Per Share And Debt Free: How To Profit,Positive,1
2015-09-14,Aloca Announces Commercialization of Micromill Technology with Danieli Group,Positive,1
2015-09-15,"Bruker Corp Has 'Great Story,' But It's Not Time To Jump In Yet",Positive,1
2015-09-16,This Part Of Alcoa's Business Is Flying Under The Radar,Positive,1
2015-09-17,Top 4 Stocks In The Aluminum Industry With The Highest EPS Growth Forecast For Next 5 Years,Negative,-1
2015-09-18,Top 4 Small-Cap Stocks In The Savings & Loans Industry With The Highest ROE,Negative,-1
2015-09-21,AmerisourceBergen Announces New Special Share Repurchase Program to Further Enable Execution of Warr,Negative,-1
2015-09-22,"Aluminum Demand to Grow to 78M Tonnes by 2025, According to Rio Tinto's CEO for Aluminum -Reuters",Negative,-1
2015-09-23,"Jim Cramer Shares His Thoughts On Bank of America, Alcoa And VeriFone Systems",Positive,1
2015-09-24,Benzinga's Top #PreMarket Gainers,Negative,-1
2015-09-25,Top 4 Small-Cap Stocks In The Life Insurance Industry With The Highest ROA,Positive,1
2015-09-27,Costco And Micron Lead Calm Before The Earnings Storm,Positive,1
2015-09-28,"Week Ahead: Budget Battle, Fedspeak, Jobs Data Divert Street Focus To D.C.",Positive,1
2015-09-29,USW Comments on Proposed Alcoa Split,Positive,1
2015-09-30,Option Alert: $AA Nov $10 Put Sweep; 2562 Contracts above Ask @$1.04; Now $9.47,Positive,1
2015-10-01,UPDATE: Autobytel Transaction Consists Of 170K Series B Convertible Pfd. Stock & Warrants Exercisabl,Positive,1
2015-10-02,"Dako, an Agilent Technologies Company, Announces FDA Approval of New Companion Diagnostic for Lung C",Negative,-1
2015-10-04,"Alcoa, PepsiCo Kick Off Q3 Earnings Season",Negative,-1
2015-10-05,"Agilent Company Dako, Announces FDA Approval of New Companion Diagnostic for Lung Cancer",Negative,-1
2015-10-06,Alcoa Inc Surges For Third Day In A Row,Negative,-1
2015-10-07,Probes Reporter Sees 'Real Danger' In Alcoa's RTI Deal,Neutral,0
2015-10-08,"Thursday's After-Hours Movers Led By Alcoa, Ruby Tuesday, AngioDynamics And Hellen Of Troy",Positive,1
2015-10-09,"Dako, an Agilent Technologies Company, Announces FDA Approval of New Test for Lung Cancer Patients",Negative,-1
2015-10-12,US Stock Futures Flat Ahead Of Fed Speakers,Neutral,0
2015-10-13,Evercore ISI Downgrades American Airlines Group to Hold,Neutral,0
2015-10-14,"Barrick Announces Pricing for Debt Tender Offer, Aggregate Up To $850M",Positive,1
2015-10-15,June 13 Fed Update,Positive,1
2015-10-16,Stocks Hitting 52-Week Highs,Negative,-1
2015-10-19,"8-K from Acacia Research Shows Unit OS Security Entered Settlement, License Deal with Sargent Manufa",Neutral,0
2015-10-20,"ABB, Microsoft join forces to launch next-generation electric vehicle charging services platform",Negative,-1
2015-10-21,"Interpublic Reports Q3 EPS $0.27 Vs Est $0.25, Revs $1.87B Vs Est $1.82B",Negative,-1
2015-10-22,AllianceBernstein Reports Inline Q3 EPS $0.43,Positive,1
2015-10-23,"Arctic Cat CEO Mets Buys 7,500 Shares @$16.96/Share -Form 4",Positive,1
2015-10-26,"JPMorgan Stake Reports 0.9% Passive Stake in Alcoa as of October 13, 2015 vs 5.6% at December 31, 20",Positive,1
2015-10-27,"AAC Holdings Reports Q3 Adj EPS $0.24 Vs Est $0.16, Sales $57.4M Vs Est $46.62M",Negative,-1
2015-10-28,Walgreens-Rite Aid Buyout Will 'Hopefully' Put Downward Pressure On Drug Prices,Neutral,0
2015-10-29,KeyBanc Downgrades Aaron's to Sector Weight,Neutral,0
2015-10-30,Mid-Afternoon Market Update: Aaron's Slides On Earnings Miss; Fluidigm Shares Spike Higher,Negative,-1
2015-11-02,Alcoa to Curtail Smelting And Refining Capacity,Neutral,0
2015-11-03,"Option Alert: $ACAS Nov $13 Call; 10,451 Contracts above Ask @$0.37",Positive,1
2015-11-04,UPDATE: Alcoa On Track To Separate Into 2 Public Companies By 2H16,Positive,1
2015-11-05,Agilent Reports Instrument Control Exchange Deal with Thermo Fisher Scientific,Negative,-1
2015-11-06,Atlantic American Reports Quarter EPS $0.01,Neutral,0
2015-11-07,"ICYMI: Berkshire Hathaway Just Reported Earnings Of $2,769 Per Share",Positive,1
2015-11-09,"Why Nomura Is Downgrading Alcoa, Century",Positive,1
2015-11-10,Calgary Exposure Is The Biggest Risk For REITs: Here's Why,Positive,1
2015-11-11,"Nomura Earlier Initiated Coverage on Arch Capital Group at Neutral, Announced $70.00 PT",Positive,1
2015-11-12,Mid-Afternoon Market Update: Dow Dips 200 Points; International Game Technology Shares Gain On Upbea,Neutral,0
2015-11-13,Baupost Shows New ~52M Share Stake in Alcoa,Positive,1
2015-11-16,Glenview Shows New ~4.6M Share Stake in Agilent Tech,Positive,1
2015-11-17,US Stock Futures Surge Ahead Of Wal-Mart Earnings,Negative,-1
2015-11-19,American Capital Elects David G. Richards to Board of Directors,Positive,1
2015-11-20,"Avalanche Biotechnologies, Inc. Names Paul B. Cleveland as CEO",Positive,1
2015-11-23,"UPDATE: Alcoa Says Elliott Advised Co of their Ownership of AA Shares Several Weeks Ago, Shortly Aft",Negative,-1
2015-11-24,Alcoa Announces Post-Separation Executive Management Teams,Positive,1
2015-11-25,"China's Aluminium, Nickel Producers Ask State to Buy Surplus Metal -Reuters",Positive,1
2015-11-27,Abengoa CEO Santiago Seage Says Resigns to Focus On Abengoa Yield -Reuters,Neutral,0
2015-11-28,"Early Global News: Judge Dismisses Yelp Lawsuit, Boston Scientific Recall, Brazil Suing BHP & Vale",Neutral,0
2015-11-30,Canaccord Downgrades Abengoa Yield Amid 'Confusion',Neutral,0
2015-12-01,"Barclays Downgrades AbbVie to Equal-weight, Lowers PT to $72.00",Neutral,0
2015-12-02,Abengoa Creditor Banks Considering Involving Bondholders in Restructuring Talks -Reuters,Positive,1
2015-12-03,"Aoxin Tianli Group, Inc. Signs Strategic Cooperation Agreement with E-Commerce Company",Negative,-1
2015-12-04,Benzinga's Top Downgrades,Neutral,0
2015-12-06,Barron's Recap: Top Picks For 2016,Positive,1
2015-12-07,"Credit Suisse's Top 10 Financial Stocks: Schwab Out, Goldman In",Positive,1
2015-12-08,"Goldman Upgrades Agilent Technologies, FEI Company And Myriad Genetics",Positive,1
2015-12-09,Benzinga's Top Upgrades,Positive,1
2015-12-10,"Credit Suisse Initiates Coverage on ACI Worldwide at Neutral, Announces $25.00 PT",Positive,1
2015-12-11,AAC Holdings Announces Two Acquisitions for Total of ~$34M of Cash and Stock,Positive,1
2015-12-13,Where's The Best Place To Work In America?,Positive,1
2015-12-14,Miners: The Best Way To Play A Rate Hike?,Positive,1
2015-12-15,"Benzinga's M&A Chatter for Tuesday December 15, 2015",Positive,1
2015-12-16,"Sterne Agee CRT Says ORLY Most Likely Buyer Of AAP Citing Favorable Geographic Positions, Says An AA",Negative,-1
2015-12-17,"Alcoa Reports Multi-Year Deal with Boeing, Contracts Valued at $2.5B+",Negative,-1
2015-12-18,"Atlantic Equities Initiates Coverage on AbbVie at Neutral, Announces $59.00 PT",Positive,1
2015-12-19,Bet On A Resources Rebound With This New ETF,Negative,-1
2015-12-21,"Global Equities Trip Chowdhry Says 2016 Stocks To Own Are Tesla, Apple, Adobe, and Redhat; Speculati",Positive,1
2015-12-22,"Worst Performing Industries For December 22, 2015",Neutral,0
2015-12-23,Creditor Banks to Provide €113M to Abengoa; Banks to Receive Abengoa Yield Shares Worth More Than Tw,Positive,1
2015-12-24,Abengoa Signs Agreement With Creditor Banks for Emergency Loan -Reuters,Negative,-1
2015-12-28,Transocean Announces Shell Early Termination of Polar Pioneer Contract,Neutral,0
2015-12-29,"UBS Says 5 Most Shorted Stocks On Monday Were TSLA, CAT, NFLX, AA, & BABA According To Client Concen",Positive,1
2015-12-30,"Aoxin Tianli Group, Inc. Divests OV Orange And The Cancellation of Hang-ao Sale, Transferring 95% Of",Positive,1
2015-12-31,8-K from Alcentra Capital Corp. Shows Suite Filed in Late Dec. Related to DRC Claims; Says Fair Valu,Neutral,0
2016-01-02,Kyle Bass Explains The 'Patent Trolls' Situation In The Pharma Industry,Neutral,0
2016-01-03,Earnings Expectations: Little Excitement For Bed Bath & Beyond And Monsanto,Positive,1
2016-01-04,Option Alert: AA Jan16 9.0 Puts Sweep: 2106 @ ASK $0.22: 2218 traded vs 20k OI: Earnings 1/11 After ,Positive,1
2016-01-05,Notable Buy-Side Biotech Analyst Brad Loncar Notes Heavy Biotech Offerings Taking Place After Hours ,Positive,1
2016-01-06,Deutsche Bank Initiates Coverage on Agilent Technologies at Hold,Positive,1
2016-01-07,Benzinga's Top Upgrades,Positive,1
2016-01-08,Option Alert: AA Jan16 9.0 Calls: 5000 @ Above Ask! $0.12: 5331 traded vs 19k OI: Earnings 1/11 Afte,Positive,1
2016-01-10,Earnings Season Kicks Off: Alcoa And Intel,Positive,1
2016-01-11,4 Stocks Moving In Monday's After-Hours Session,Neutral,0
2016-01-12,"Another No Good, Very Bad Day For The Market?",Neutral,0
2016-01-13,Sandler O'Neill Downgrades Anchor BanCorp Wisconsin to Hold,Neutral,0
2016-01-14,Stocks Hitting 52-Week Lows,Neutral,0
2016-01-15,"Along The Street, Analog Devices Garners Lowered PTs But Maintains Buy Rating",Neutral,0
2016-01-17,SunTrust Still Bullish On Analog Devices Despite Apple Hurting More Than Expected,Negative,-1
2016-01-19,Aaron's Announces Gilbert Danielson to Step Down as CFO; Pres Steven Michaels Named as Replacement,Positive,1
2016-01-20,"Over 1,000 Stocks On The NYSE Just Hit 52-Week Lows",Neutral,0
2016-01-21,Option Alert: AA Mar16 7.0 Puts Sweep: 9604 @ ASK $0.66: 10k traded vs 4585 OI: $6.95 Ref,Positive,1
2016-01-22,UBS Upgrades ABB to Neutral,Negative,-1
2016-01-25,"Amended 13D Filing from Elliott on Alcoa Shows Elliott, Elliott Int'l, EICA Has Combined Economic Ex",Positive,1
2016-01-26,"AAC Holdings Affirms FY 2015 EPS $0.89-$0.91 Vs Est $0.91, Sales $209M-$212M Vs Est $211.15M",Positive,1
2016-01-27,UBS Upgrades American Airlines Group to Buy,Positive,1
2016-01-28,"Alcoa Wins Another Major Contract, Investors Shrug Off News",Negative,-1
2016-01-29,Mid-Afternoon Market Update: Dow Surges 300 Points; Quality Systems Shares Tumble,Negative,-1
2016-02-01,UPDATE: Alcoa To Now Recognize An Increase In EPS Loss From ($0.39) To ($0.55),Negative,-1
2016-02-02,"Abengoa .to Discuss New Viability Plan With Creditor Banks, Bondholders On Wednesday -Retuers",Positive,1
2016-02-03,Alcoa Sidesteps Board Room Battle,Positive,1
2016-02-04,"Alcoa 8-K Confirms Schmidt, Plant, And Mahoney Board Positions And Increase In Board From 12 To 15",Negative,-1
2016-02-05,William Blair Initiates Coverage on AbbVie at Outperform,Positive,1
2016-02-08,Why Are Analysts So Bullish On This Tumbling Biotech Company?,Positive,1
2016-02-09,"Credit Suisse Sticking With Auto Parts Retailers, Sees AutoZone At $750",Positive,1
2016-02-10,Buy The Weakness? Disney Leads Wednesday's Fast Money Picks,Positive,1
2016-02-11,"Advance Auto Parts Q4 EPS $1.22 vs $1.21 est, Revenue $2.03B vs $2.05B est",Negative,-1
2016-02-12,13F Shows Baupost Group Liquidates Stake In Alcoa,Positive,1
2016-02-15,Can Gold Miners Offer Up Earnings Surprises?,Positive,1
2016-02-16,Earnings Recap For February 16,Positive,1
2016-02-17,"Baird Maintains Outperform on Agilent Technologies, Lowers PT to $46.00, Says FY 2016 Upside Offers ",Neutral,0
2016-02-18,"Aaron's Sees FY16 Rev. $3.25-$3.45B vs. Est. $3.42B, EPS $2.20-$2.40 vs. Est. $2.37",Positive,1
2016-02-19,"Mackie Research Cuts Barrick Gold To Hold, Iamgold To Sell",Positive,1
2016-02-22,"Avondale Partners Maintains Market Outperform on The Advisory Board, Lowers PT to $51.00",Neutral,0
2016-02-23,"AAC FY 2016 EPS $0.95 to $1.03 vs $0.99 est, Revenue $265M to $275M vs $259M est",Neutral,0
2016-02-24,"Applied Optoelectronics Sees Q1 Adj. EPS $0.21-$0.28 vs $0.25 Est., Sales $50M-$54M vs $49M Est.",Positive,1
2016-02-25,"Cowen &amp; Company Maintains Outperform on Applied Optoelectronics, Raises PT to $25.00",Negative,-1
2016-02-26,"Arbor Realty Trust Q4 FFO $0.14 vs $0.14 est, Revenue $14.9M vs $15.4M est",Positive,1
2016-02-29,25 Headlines Moving The Markets This Week,Positive,1
2016-03-01,"Chardan Capital Maintains Buy on Avalanche Biotechnologies, Lowers PT to $9.00",Positive,1
2016-03-02,"Cowen &amp; Company Maintains Market Perform on Alcoa, Lowers PT to $10.00, Says Co Facing Substanti",Neutral,0
2016-03-03,Benzinga's Top Initiations,Positive,1
2016-03-04,Nomura Downgrades ABB to Reduce,Neutral,0
2016-03-07,Advanced Auto Parts Elects Brad Buss And Reuben Slone To Board,Positive,1
2016-03-08,"Amedisys Reports Q4 Corp Ops $0.40 Vs Est $0.35, Sales $338.4M Vs Est $322.01M",Positive,1
2016-03-09,AB Reports Prelim AUM Increased From $456B To $460B MoM,Negative,-1
2016-03-10,"AllianceBernstein Reports Feb Prelim AUM $460M Vs Jan $456B, Says Gains Come From Appreciation And F",Negative,-1
2016-03-11,U.S. Metals: Balancing A Constructive Domestic Macro Environment Against China Risks,Negative,-1
2016-03-13,"High Expectations For Adobe Earnings, Not So Much For Oracle",Negative,-1
2016-03-14,"Aoxin Tianli Group Reports Q4 EPS $0.04 vs. Prior Year Quarter $0.04, Rev. $8.75M vs. Prior Year Qua",Neutral,0
2016-03-15,Alcoa Announces Future Value-Add Co. Will Be Named 'Arconic',Positive,1
2016-03-16,Bank Of America: Steel Dynamics A Better Bet Than U.S. Steel,Negative,-1
2016-03-17,"Nomura Downgrades Vale, BHP Billiton From Buy To Neutral",Neutral,0
2016-03-18,AmerisourceBergen Shares Move to High of $87.07 Following Announcement Walgreens Boots Exercised War,Negative,-1
2016-03-21,Armour REIT Says Final Acquisition Offer for Javelin is $7.18/Share,Positive,1
2016-03-22,Oppenheimer Sees 'Bright Spot' Emerging In Auto Parts Retailers,Negative,-1
2016-03-23,Option Alert: AA Apr16 9.5 Puts Sweep: 3345 @ ASK $0.52: 3442 traded vs 360 OI: Earnings 4/11 After ,Positive,1
2016-03-24,"Stifel Nicolaus Maintains Buy on American Airlines Group, Lowers PT to $55.00",Positive,1
2016-03-28,Upside In Gold Stocks Might Be Limited Without Gold Appreciation,Neutral,0
2016-03-29,Option Alert: AA Apr16 9.0 Puts Sweep: 2500 @ ASK $0.22: 2526 traded vs 31k OI: Earnings 4/11 After ,Positive,1
2016-03-30,Alcoa Announces Will Sell Stake in Australian Nat Gas Pipeline to Duet Group for ~$154M,Positive,1
2016-03-31,Moody's Confirms Alcoa's Ratings (Ba1 CFR); Outlook Negative,Negative,-1
2016-04-01,"Deutsche Bank Downgrades American Airlines Group to Hold, Lowers to $46.00",Neutral,0
2016-04-04,Advance Auto Parts Names Thomas Greco CEO,Positive,1
2016-04-05,"The Market In 5 Minutes: Tuesday, April 5, 2016",Positive,1
2016-04-06,Agilent Subsidiary Dako Reports Commercial Availability Of New Lung Cancer Test In EU,Negative,-1
2016-04-07,Agilent Reports Deal with Applied Spectral Imaging for Co-Marketing of Fluorescence In Situ Hybridiz,Positive,1
2016-04-08,Benzinga's Top Upgrades,Positive,1
2016-04-11,"Monday's After-Hours Recap: Index Movers, Alcoa's Earnings & More",Positive,1
2016-04-12,Alcoa Drops 3% Following Sales Miss,Neutral,0
2016-04-13,Alcoa: The Day After Its Q1 Report,Positive,1
2016-04-14,"After-Hours Recap: Big Banks, Liquidity Services's DoD Deal, Haemonetics' CFO & More",Positive,1
2016-04-15,Gabelli & Co Initiates Coverage on Advance Auto Parts at Hold,Positive,1
2016-04-18,Agilent Technologies Unveils New Software To Help Researchers,Negative,-1
2016-04-19,AAC Holdings Announces $5.35M Hotel Acquisition in Texas,Positive,1
2016-04-20,"Director Sorrell Buys 2,100 Shares of Alcoa @$10.36/Share -Form 4",Positive,1
2016-04-21,Stocks Hitting 52-Week Lows,Neutral,0
2016-04-22,"8-K from Alcoa Shows Co. Will Become Owner of Rolling Mill at Warrick Operations, Stake in Ma'aden R",Positive,1
2016-04-25,American Campus Communities Sees FY16 FFO $2.19-$2.35 vs. Est. $2.21,Negative,-1
2016-04-26,Rosenblatt Initiates Coverage on Alcoa at Buy,Positive,1
2016-04-27,Option Alert: AA Jul16 11.0 Puts Sweep: 3131 @ ASK $0.72: 3294 traded vs 678 OI: $11.29 Ref,Positive,1
2016-04-28,"Dir Schmidt Buys 5,000 Shares of Alcoa @$10.25/Share -Form 4",Positive,1
2016-04-29,"Aaron's Reports Q1 EPS $0.71 vs. Est. $0.75, Rev. $854.4M vs. Est. $865M",Neutral,0
2016-05-01,Barron's 500: America's Top Companies,Positive,1
2016-05-02,Traders Sell The Rip In Gold And Gold Stocks,Positive,1
2016-05-03,Agilent Technologies Launches New Atomic Spectroscopy Platform,Positive,1
2016-05-04,"Big Volume In Alcoa, Seeing Action In The Jan17 $11 Calls",Negative,-1
2016-05-05,SEC To Wall Street: No More Non-GAAP Accounting... For Real This Time,Positive,1
2016-05-06,The Market In 5 Minutes: The Most Exciting Two Minutes In Sports,Positive,1
2016-05-09,"Altisource Asset Management Q1 EPS ($0.50), Revenue $4.82M",Positive,1
2016-05-10,Agilent Technologies Launches InfinityLab,Positive,1
2016-05-11,Goldman Adds Agilent To Conviction List: 'EPS Drivers Are Underappreciated',Neutral,0
2016-05-12,"Atlantic American Reports Q1 EPS $0.04 vs $0.03 in Same Qtr. Last Year, Sales $41.747M vs $40.9M YoY",Neutral,0
2016-05-13,"Atlantica Yield Reports Q1 Adj. EPS $154.879M vs $105.186M in Same Qtr. Last Year, Sales $206.376M v",Neutral,0
2016-05-16,Agilent Q2'16 Earnings Conference Call: Full Transcript,Positive,1
2016-05-17,Benzinga's Volume Movers,Positive,1
2016-05-18,Advance Auto Parts Names Starboard's Jeffrey Smith as Chairman,Positive,1
2016-05-19,"Top Losers In Today's Pre-Market Session: Auto, Tech Ricochets",Neutral,0
2016-05-20,"For Advance Auto Parts, Is This The 'New New Turnaround'?",Positive,1
2016-05-23,'The Little Engine That Could': Bank Of America Upgrades Alcoa,Positive,1
2016-05-24,Topeka Capital Initiates Coverage on Aaron's at Buy,Positive,1
2016-05-25,Option Alert: AA Jul16 11.0 Calls Sweep: 3489 @ ASK $0.20: 3786 traded vs 153k OI: Earnings 7/11 Aft,Positive,1
2016-05-26,AcelRx Pharmaceuticals SAP301 Study Met Primary Endpoint In Pain Intensity Differences,Negative,-1
2016-05-30,GE And Other Companies In Transition That Insiders Are Buying,Neutral,0
2016-05-31,Alcoa Vs. Alumina Limited: Sterne Agee CRT's Take,Positive,1
2016-06-01,"BTIG Initiates O'Reilly With A Buy, $310 Price Target",Positive,1
2016-06-02,"Aoxin Tianli Names Wocheng Liu Chair, Co-CEO",Positive,1
2016-06-03,"Which Companies Would Likely Be Buyers Of Pentair's Valves, Controls Unit?",Positive,1
2016-06-06,Cowen &amp; Company Downgrades AbbVie to Market Perform,Neutral,0
2016-06-07,Bank of America Reinstates Neutral on AmerisourceBergen,Positive,1
2016-06-08,7 Takeaways From Agilent's 10Q,Positive,1
2016-06-09,Watch These 7 Huge Call Purchases In Thursday Trade,Positive,1
2016-06-10,BMO Capital Downgrades AbbVie to Market Perform,Neutral,0
2016-06-13,Alcentra Capital Corporation Announces the Sale of City Carting to Tunnel Hill Partners,Positive,1
2016-06-14,February 27 Earnings Update,Positive,1
2016-06-15,Bank Of America Calls Steel Prices 'As Good As It Gets',Negative,-1
2016-06-16,Bank of America Downgrades American Airlines Group to Underperform,Neutral,0
2016-06-17,Hearing AllianceBernstein Will Buy Visium Asset Mgmt Fund,Positive,1
2016-06-20,Analysts Call Advance Auto CEO 'The Right Executive For The Job',Positive,1
2016-06-21,"This Economist Is Bullish On Gold, But Says Be Wary Of Near-Term Pullback",Positive,1
2016-06-22,Option Alert: AA Fri 7/22 10.0 Calls (Wkly) Sweep: 1358 @ ASK $0.50: 1385 traded vs 491 OI: Earnings,Positive,1
2016-06-23,"FBR Capital Initiates Coverage on American Campus at Outperform, Announces $54.00 PT",Negative,-1
2016-06-24,The 5 Stocks Wall Street Is Most Confident On This Week,Negative,-1
2016-06-27,Agilent Technologies Announces Its Plan To Acquire Assets of iLab Solutions,Positive,1
2016-06-28,"AECOM Reports Winning of Alliant Energy Riverside Energy Center Expansion Project Contract, Valued a",Negative,-1
2016-06-29,New Details On Alcoa's Plans To Split Into 2 Companies,Positive,1
2016-06-30,"Analysts' Focus On Alcoa Shifts Away From Company Split, Back To Earnings",Positive,1
2016-07-01,Stocks Hitting 52-Week Highs,Negative,-1
2016-07-05,"Jefferies On Hewlett Packard Enterprise: Acquisitions Unlikely, But Dividend Raise Possible",Negative,-1
2016-07-06,"Credit Suisse Downgrades American Airlines Group to Underperform, Lowers PT to $28.00",Neutral,0
2016-07-07,Fitch Removes Alcoa's 'BB+' IDR from Evolving Watch; Outlook Stable,Positive,1
2016-07-08,Brexit Bumped Out Of The Market's Mind By Impending Earnings Season,Neutral,0
