date,title,sentiment_label,sentiment_score
2016-10-05,"Alcoa Reports Closing Of 1-For-3 Reverse Stock Split, Will Begin Trading At Split-Adjusted Basis Oct",Positive,1
2016-10-07,The Market In 5 Minutes: Unemployment Rate A Tick Higher,Neutral,0
2016-10-10,Will This Be The 5th Straight Quarter Of An S&P 500 Earnings Decline?,Neutral,0
2016-10-11,"'Sell Rosh Hashanah, Buy Yom Kippur' Working To Perfection In 2016",Negative,-1
2016-10-12,Earnings Season On Deck: How Has Q3 Guidance Looked So Far?,Positive,1
2016-10-14,Big Banks Off To A Good Start,Negative,-1
2016-10-20,"Jim Cramer Shares His Thoughts On Fitbit, HP Inc, Alcoa And Expedia",Positive,1
2016-10-28,UPDATE: Hearing All Passengers Evacuated from American Airlines Flight and are Safe,Neutral,0
2016-11-01,"10 Notable Stocks Trading Ex-Dividend Wednesday, November 2",Positive,1
2016-11-02,Bank of America Initiates Coverage On Arconic Inc. Common Stock at Underperform,Neutral,0
2016-11-07,Benzinga's Top Initiations,Positive,1
2016-11-10,"Leerink Swann Assumes Agilent Technologies, Inc. Common Stock at Outperform",Neutral,0
2016-11-15,"Agilent Technologies Sees FY17 Rev. $4.35B-$4.37B vs. Est. $4.35B, EPS $2.10-$2.16 vs. Est. $2.19; Q",Positive,1
2016-11-16,"The Market In 5 Minutes: DryShips, Trump And Target",Positive,1
2016-11-25,"Alcoa Shares, Over Last Few Mins, Spike Higher Above $31.20 Support Level; Stock Now Up 1% for Sessi",Negative,-1
2016-12-01,Deutsche Bank Says Sell Alcoa,Positive,1
2016-12-06,Pressure Biosciences CEO On Its Beaten Down Stock: 'We Can Now Begin To Focus On The Area That Is Mo,Neutral,0
2016-12-09,Argus Initiates Shares Of Alcoa With Buy Rating and $36 PT,Positive,1
2016-12-13,Arconic Reports It Has Signed $450M In Long-Term Agreements Over Past Year For Alcoa Wheels,Negative,-1
2016-12-20,Agilent to Buy Multiplicom for €68M in Cash,Positive,1
2017-01-03,"Alcoa Corporation to Permanently Close Suralco Refinery, Will Incur $90M In Restructuring-Related Ch",Neutral,0
2017-01-04,7 Biggest Price Target Changes For Wednesday,Positive,1
2017-01-09,Here Are The Brands Investors Were Buying And Selling In December,Positive,1
2017-01-11,Hearing Thermo Fisher In Talks To Buy Agilent,Positive,1
2017-01-18,Deutsche Bank Optimistic On Fundamentals In Life Science Tools/Diagnostics Sector,Positive,1
2017-01-19,Option Alert: Alcoa Feb 36.0 Calls: 4320 @ ASK $1.55: 4335 traded vs 112 OI: Earnings 1/24 After Clo,Positive,1
2017-01-20,Watch These 7 Huge Call Purchases In Friday Trade,Positive,1
2017-01-24,"Alcoa Reports Q4 Adj EPS $0.14 vs $0.19 Est, Revenue $2.5B vs $2.46B Est",Neutral,0
2017-01-25,18 Biggest Mid-Day Gainers For Wednesday,Positive,1
2017-01-27,A CEO Who's Who Of Trump's Manufacturing Council,Positive,1
2017-02-02,"Benzinga's Top Upgrades, Downgrades For February 2, 2017",Neutral,0
2017-02-03,Bank of America Upgrades Alcoa To Buy,Positive,1
2017-02-08,Amended S-1 from Alcoa Shows Registration for 36.3M Share Common Stock Offering via Selling Holders,Positive,1
2017-02-13,"Steel, Aluminum Shares Higher as China Considers Imposing More Cuts on Producters in Effort to Contr",Negative,-1
2017-02-14,Agilent Raises FY17 Outlook,Positive,1
2017-02-15,5 Biggest Price Target Changes For Wednesday,Positive,1
2017-03-02,"UPDATE: Alcoa Says Aluminum Smelting, Cast Products, Rolled Products Businesses, Majority of Energy ",Positive,1
2017-03-06,9 Stocks That Were Net Sold By Retail Investors In February,Positive,1
2017-03-08,"Cowen Annual Healthcare Conference Concludes Today; Presenters Include Agilent Tech, Incyte, GW Phar",Positive,1
2017-03-13,The Technician's Playbook: 11 Sector Pair Trades,Positive,1
2017-03-15,Agilent Names Koh Boon Hwee Chair,Positive,1
2017-03-16,Pete Najarian Sees Unusual Options Activity In Alcoa,Neutral,0
2017-03-20,"Jim Cramer Shares His Thoughts On McEwen Mining, Chipotle And Allegheny",Positive,1
2017-03-24,"Benzinga's Top Upgrades, Downgrades For March 24, 2017",Neutral,0
2017-03-30,Alcoa Shares Spike ~$0.40 Over Last Few Mins; Traders Attributing to Unconfirmed Takeover Chatter Be,Neutral,0
2017-03-31,7 Biggest Price Target Changes For Friday,Positive,1
2017-04-02,"Top Benzinga Stocks Of The Week: GE, Facebook, Apple And More",Positive,1
2017-04-10,Alcoa Shares Largely Unaffected as Traders Circulating Mid-Day Article from Barron's: 'Buy Alcoa Bef,Neutral,0
2017-04-12,"Alcoa Shares Down 5%, Arconic Shares Down 3% Following Late-Tuesday Release of Presentation by Ellio",Neutral,0
2017-04-13,Watch These 6 Huge Put Purchases In Thursday Trade,Positive,1
2017-04-18,Arconic CEO Resigns After 'Unauthorized' Letter To Hedge Fund,Neutral,0
2017-04-19,"Alcoa Reports Consolidation of Administrative Locations, Sees Annual Savings of $5M",Negative,-1
2017-04-24,Benzinga's Option Alert Recap From April 24,Positive,1
2017-04-25,20 Biggest Mid-Day Gainers For Tuesday,Positive,1
2017-04-26,"UPDATE: Alcoa Will Not Receive Any Proceeds From Secondary Public Offering Of 12,958,767 Shares By A",Positive,1
2017-04-27,How Hiring Trends Can Predict Earnings,Positive,1
2017-05-04,Seeing Notable Block Trade In Alcoa; 999.3K Shares At $30.55,Negative,-1
2017-05-12,13F Shows Third Point Added Stake In Alcoa,Positive,1
2017-05-15,"13F from Cooperman's Omega Shows New Stakes in Alcoa, Ally Financial, AMC Networks, Athene, Cliffs, ",Positive,1
2017-05-18,"Jim Cramer Advises His Viewers On Bank Of America, Verizon And Arconic",Positive,1
2017-05-22,"UPDATE: Agilent Raises FY17 Adj. EPS Outlook to $2.15-$2.21 vs $2.16 Est., Sales to $4.36B-$4.38B vs",Negative,-1
2017-05-23,15 Biggest Mid-Day Gainers For Tuesday,Negative,-1
2017-05-30,Agilent Spikes to High of $60.40 on Volume,Negative,-1
2017-06-02,Agilent Reports Deal with Agendia for Molecular Cancer Diagnostics,Positive,1
2017-06-06,"Jefferies Health Care Conference Begins Today, Presenters Include: Agilent Technologies, Civitas Sol",Positive,1
2017-06-08,Unisys Launches FamilyNow for Aiding Social Service Agencies,Positive,1
2017-06-14,"Goldman Sachs Global Healthcare Conference Continues Today, Presenters Include: Agilent, Sage Therap",Positive,1
2017-06-19,All Mixed Up,Neutral,0
2017-06-23,Why Agilent Technologies (A) Stock Might be a Great Pick,Positive,1
2017-06-26,London Tower Fire Fallout: Arconic Shares Dive After Company Pulls Panels From Market,Neutral,0
2017-06-28,Unisys ClearPath Software Selected by Malaysia's ANGKASA,Positive,1
2017-07-07,Agilent Reports Purchase Of Cobalt Light Systems For £40M In Cash,Positive,1
2017-07-11,UPDATE: Alcoa To Record After-Tax Benefit Of ~0.13/Share For Reversal Of Liabilities Related To Orig,Negative,-1
2017-07-13,Wells Fargo Upgrades Agilent Technologies to Outperform,Negative,-1
2017-07-14,25 Stocks Moving In Friday's Pre-Market Session,Positive,1
2017-07-17,Najarian Brothers See Unusual Activity In Visa And Alcoa,Neutral,0
2017-07-18,Morgan Stanley: Now Is The Time To Forge A Position In US Steel Names,Negative,-1
2017-07-19,"Sarepta, T-Mobile Make Moves After-Hours Following Earnings Results",Positive,1
2017-07-24,"Agilent Acquires Powerful Next Gen Sequencing IP Portfolio, No Terms Disclosed",Positive,1
2017-08-07,These Were The Most Bought And Sold Stocks In July,Positive,1
2017-08-09,"Benzinga's Top Upgrades, Downgrades For August 9, 2017",Neutral,0
2017-08-11,13F From Loeb's Third Point Shows Liquidated Stake In Alcoa,Negative,-1
2017-08-14,"Omega Dissolves Stake In Alcoa, Initiates On American Airlines",Positive,1
2017-08-15,"Agilent Sees Q4 Adj. EPS $0.60-$0.62 vs $0.60 Est., Sales $1.15B-$1.17B vs $1.15B Est.; FY17 Adj. EP",Positive,1
2017-08-16,12 Biggest Mid-Day Gainers For Wednesday,Positive,1
2017-08-22,Najarian Brothers See Unusual Options Activity In Newell Brands And Alcoa,Neutral,0
2017-08-23,Agilent Files Civil Lawsuit against Shanghai Echrom Electronic Technology Co.,Neutral,0
2017-08-25,"Alcoa, Walmart, Gold Miners: Fast Money Picks For August 25",Positive,1
2017-08-30,Benzinga's Option Alert Recap From August 30,Positive,1
2017-08-31,Watch These 7 Huge Put Purchases In Thursday Trade,Positive,1
2017-09-01,Alcoa Option Alert: Nov 17 $50 Calls Sweep (4) at the Ask: 500 @ $1.13 vs 95 OI; Ref=$44.64,Positive,1
2017-09-02,Benzinga's Option Alert Recap From September 1,Positive,1
2017-09-08,Benzinga's Option Alert Recap From September 8,Positive,1
2017-09-11,Watch These 5 Huge Call Purchases In Monday Trade,Positive,1
2017-09-12,14 Biggest Mid-Day Gainers For Tuesday,Negative,-1
2017-09-13,Agilent Reports FDA Approval Of GenetiSure Dx Postnatal Assay,Negative,-1
2017-09-14,"Jim Cramer Weighs In On Fitbit, Qualcomm And More",Positive,1
2017-09-19,"Agilent Reports Dako PD-L1 IHC 28-8 PharmDx Approved For 2 New Indications: Urothelial Carcinoma, Sq",Negative,-1
2017-09-20,Benzinga's Option Alert Recap From September 20,Positive,1
2017-09-21,Watch These 8 Huge Call Purchases In Thursday Trade,Positive,1
2017-09-22,Agilent Technologies Receives FDA Approval For Use Of Dako PD-L1 For Treatment With Merck's KEYTRUDA,Negative,-1
2017-09-25,"When Bull Markets Die: What To Watch For, What Stocks Could Be The First To Get Hit",Positive,1
2017-09-27,"Alcoa To Report Q3 Earnings On Wed., Oct. 18 After Market Close",Positive,1
2017-10-13,Alcoa Reaches Early Termination Agreement For Power Contract Tied To Rockdale Smelter In Texas,Neutral,0
2017-10-16,"The Week Ahead: Earnings, Earnings, And More Earnings",Positive,1
2017-10-17,"Pre-Market Imbalance Update: Snap 219K Shares To Buy, Ford 208K To Buy, Square 106K To Buy, Alcoa 10",Positive,1
2017-10-18,UPDATE: Alcoa Raises FY17 Global Aluminum Demand Growth From 4.75%-5.25% In Q2 To 5%-5.5%,Negative,-1
2017-10-19,5 Biggest Price Target Changes For Thursday,Positive,1
2017-11-14,"Morgan Stanley Maintains Overweight on Agilent Technologies, Raises Price Target to $88.00",Negative,-1
2017-11-15,Agilent Raises Qtr. Dividend From $0.13/Share To $0.149/Share,Negative,-1
2017-11-16,Alcoa 13G Filing From Norges Bank Shows 5.01% Stake,Positive,1
2017-11-20,7 Stock's Moving In Monday's After-Hours Session,Positive,1
2017-11-21,Deutsche Bank Says Agilent Can Be The Next 'Compounder' In The Life Science Tools & Diagnostics Spac,Negative,-1
2017-11-28,UPDATE: Trump Admin. Probe Into Chinese Aluminum Focused On Imports Of Common Alloy Aluminum Steel,Positive,1
2017-11-29,"The Market In 5 Minutes: Chipotle CEO Search, Matt Lauer Fired, GDP Grows 3.3%",Neutral,0
2017-12-07,Some Japanese Aluminium Buyers Agree to Pay $103/T in Q1 vs $94-$95 in Q4 -Reuters,Negative,-1
2017-12-08,Aquinox Pharmaceuticals Announces FDA Panel Voted 15 to 0 That Patients With Interstitial Cystitis a,Negative,-1
2017-12-20,"Alcoa Could Return $525M In Capital In 2018, Credit Suisse Says",Negative,-1
2017-12-21,UPDATE: Alcoa Sees Annual Adj. EBITDA Benefits Of ~$3M Upon Completion Of Rockdale Decommissioning I,Negative,-1
2017-12-27,"Alcoa To Report Q4 Earnings Wed., Jan. 17 After Market Close",Positive,1
2017-12-31,10 Best Stocks Of 2017,Positive,1
2018-01-04,"Evercore ISI Group Initiates Coverage On Agilent Technologies with Outperform Rating, Announces $75.",Negative,-1
2018-01-09,"JP Morgan Healthcare Conference Continues Today, Presenters Include: Bluebird Bio, Agilent, Insulet,",Positive,1
2018-01-16,Dow Earnings: Analysts Expect Goldman Sachs Revenue Decline,Neutral,0
2018-01-17,"Alcoa Reports Q4 EPS $1.04 vs $1.22 Est., Sales $3.2B vs $3.29B Est.",Neutral,0
2018-01-18,Alcoa Shares Down 8.68% Following A Q4 Top And Bottom Line Miss Reported Wednesday,Neutral,0
2018-01-19,38 Biggest Movers From Yesterday,Positive,1
2018-01-21,"President Trump Reviewing Report on U.S. Aluminum Imports that Could Result in Tariffs, Quotas -Bloo",Neutral,0
2018-01-22,"CNBC Publishes 'Commerce Secretary Wilbur Ross offers Trump a wide range of options, including highe",Negative,-1
2018-01-23,The 10 Most Expensive Stocks In The S&P 500,Positive,1
2018-01-29,Agilent Reports Scientific Partnership with the University of Southern California,Positive,1
2018-02-13,Phillips 66 Says it Has Agreed to Repurchase 35M Shares of Phillips 66 Common Stock from Wholly-owne,Positive,1
2018-02-14,"Agilent Sees Q2 Adj. EPS $0.61-$0.63 vs $0.64 Est., Sales $1.2B-$1.22B vs $1.17B Est.; FY18 Adj. EPS",Positive,1
2018-02-15,"Bank Of America Out Positive On Agilent, Raises Price Target From $80 To $83 As Frim Says Core Busin",Negative,-1
2018-02-16,"US Steel, Aluminum Stocks Rally After Commerce Dept. Calls For Tariffs",Neutral,0
2018-02-23,"Alcoa Shares Indicated Up ~$0.50 After Hours, Watching Other Aluminum Stocks; Trump Said To Consider",Negative,-1
2018-02-27,UPDATE: The Aluminum Association's Full Statement On Final Affirmative Determinations For Unfair Tra,Positive,1
2018-03-01,"White House Says Details of Steel, Aluminum Tariffs Will Not be Provide Ahead of Next Week's Signing",Positive,1
2018-03-02,T. Boone Pickens' New ETF And 7 Most Undervalued Stocks,Negative,-1
2018-03-06,"Watching Steel, Aluminum Stocks After Hours Amid Axios Report Trump Cancelled Thurs. Tariff Meeting:",Negative,-1
2018-03-07,Agilent Technologies to Acquire Advanced Analytical Technologies for $250M in Cash,Positive,1
2018-03-08,"Trump Senior Admin. Official Says Trump Will On Thurs. Announce Import Tariffs Of 25% On Steel, 10% ",Positive,1
2018-03-09,"After Trump's Announcement Of Steel, Aluminum Tariffs, The Sell-Side Reacts",Positive,1
2018-03-14,"US Dept. Of Commerce Has Briefed Congressional Staffers On Exclusions Related To Metal Tariffs, Show",Positive,1
2018-03-19,"U.S. Commerce Department Says Will Start Accepting Requests for Exclusions from New U.S. Steel, Alum",Positive,1
2018-03-20,"Benzinga's Top Upgrades, Downgrades For March 20, 2018",Neutral,0
2018-03-21,"U.S. Trade Rep. Lighthizer Says Their Hope Is To Get Steel, Aluminum Country Exemptions By End Of Ap",Negative,-1
2018-03-22,"UPDATE: Goods to be Targeted Include Pork, Recycled Aluminum",Positive,1
2018-03-27,"French Pres Told Trump EU Steel/Aluminum Exports Cannot Be Considered A Threat To National Security,",Positive,1
2018-04-03,"UPDATE: Alnylam, Agilent Deal Has Initial Term Of 5 Years, With Automatic Renewal Terms OF 2 Years A",Positive,1
2018-04-06,"Watch Shares Of Century Aluminum, Alcoa, Arconic, Commercial Metals, Kaiser Aluminum Following Trump",Positive,1
2018-04-09,Aloca Option Alert: Fri $50 Calls Sweep (17) at the Ask: 1271 @ $1.097 vs 93 OI; Earnings 4/18 After,Positive,1
2018-04-11,"Morgan Stanley Maintains Overweight on Agilent Technologies, Lowers Price Target to $91.00",Negative,-1
2018-04-16,Shares of Alcoa and Century Aluminum Both Moved Lower On Washington Post Report Trump Has 'Put The B,Neutral,0
2018-04-18,Agilent Technologies Files Second Civil Action Against Changzhou Pannatek to 'Protect Intellectual P,Neutral,0
2018-04-19,"Benzinga's Top Analyst Calls For April 19, 2018",Positive,1
2018-04-23,28 Stocks Moving In Monday's Mid-Day Session,Neutral,0
2018-04-24,"Citigroup: Alcoa Fairly Valued At Current Levels, But Constructive In The Longer Term",Positive,1
2018-04-27,Alcoa Shares Down ~1% Over Last Few Mins. Amid Report Of Confirmation Deripaska Will Keep Rusal Cont,Neutral,0
2018-05-01,Trump Extends Tariff Deadline For Key US Allies,Positive,1
2018-05-02,"Agilent Reports Purchase Of Genohm, No Terms Disclosed",Positive,1
2018-05-06,"Benzinga's Bulls & Bears Of The Week: Apple, Alibaba, Spotify, 3M And More",Positive,1
2018-05-08,Investor Movement Index April Summary,Positive,1
2018-05-10,"Alcoa, Rio Tinto Announce World's First Carbon-Free Aluminum Smelting Process",Positive,1
2018-05-11,TD Ameritrade Data Shows Retail Investors Are Becoming More Picky About Their Stocks,Positive,1
2018-05-14,10 Stocks Moving In Monday's After-Hours Session,Neutral,0
2018-05-15,37 Stocks Moving In Tuesday's Mid-Day Session,Positive,1
2018-05-16,45 Biggest Movers From Yesterday,Positive,1
2018-05-18,"Pot Stocks, ETFs, Top News And Data From The Cannabis Industry This Week",Positive,1
2018-05-22,"'Trump Is Targeting 10% Cut in EU Steel, Aluminum Exports to U.S.' - WSJ",Neutral,0
2018-05-23,Agilent Signs Agreement to Acquire Assets from Young in Scientific Co. Ltd.; Financial Terms Not Dis,Positive,1
2018-05-24,"Agilent, University of Duisburg-Essen Announce Collaboration Agreement",Positive,1
2018-05-28,Alcoa Corporation Provides Update to Partial Restart of Aluminum Smelter at Warrick Operations,Positive,1
2018-05-30,"Agilent to Acquire Assets of Ultra Scientific, No Financial Terms Disclosed",Positive,1
2018-05-31,"Canada Will Impose 25% Tariff On US-Exported Steel, 10% Tariff On US Aluminum",Positive,1
2018-06-01,"'EU initiates WTO case against U.S. steel, aluminum tariffs: WTO official' - Reuters",Positive,1
2018-06-03,"Larry Kudlow Says Steel, Aluminum Tariffs on U.S. Allies May Go on for Awhile or Not, Subject to Neg",Positive,1
2018-06-11,Alcoa Option Alert: Fri $49 Calls Sweep (4) near the Bid: 677 @ $1.7 vs 273 OI; Earnings 7/18 After ,Positive,1
2018-06-12,Agilent Companion Diagnostic Gains Expanded FDA Approval In Cervical Cancer,Negative,-1
2018-06-13,"China Bans New Capacity of Steel, Aluminum In Some Areas",Neutral,0
2018-06-18,"Alcoa Announces $62.4M Payment Under Elecricity Supply Agreement For Smelter In Wenatchee, Washingto",Neutral,0
2018-06-19,Alcoa Option Alert: Oct 19 $47 Calls Sweep (20) near the Ask: 967 @ $2.55 vs 106 OI; Earnings 7/18 A,Negative,-1
2018-06-21,"Benzinga's Top Upgrades, Downgrades For June 21, 2018",Neutral,0
2018-06-22,"What DJIA Changes Mean For GE, Walgreens Investors",Positive,1
2018-07-09,"Agilent, Nanyang Technological University Singapore to Develop Novel Approaches for Water Analysis",Positive,1
2018-07-16,"The Week Ahead: Netflix Earnings, Comic-Con, 'IPO Thursday' And More",Positive,1
2018-07-17,Waters Has Limited Upside Potential To Growth Expectations; Janney Steps to The Sidelines,Negative,-1
2018-07-18,From Alcoa Q2 Conference Call: Co. Expects $12M-$14M Negative Monthly Impact As Long As Tariffs Are ,Neutral,0
2018-07-19,Alcoa Shares Trading Down 11.9% After Co. Cut FY18 EBITDA Guidance; Co. Late Wednesday Announced Exp,Neutral,0
2018-07-20,50 Biggest Movers From Yesterday,Positive,1
2018-07-23,"Big Week Ahead For Info Tech With Some Major Names On Tap, Along With GDP",Negative,-1
2018-07-25,"Alcoa Shares Spike ~$0.40 Over Last Min. As Traders Circulate Questionable, Unconfirmed Source Chatt",Positive,1
2018-07-27,"A Running List Of The Companies Blaming Trade Policy For Stifled Earnings, Guidance",Neutral,0
2018-07-31,"Agilent Announces CFO Didier Hirsch To Retire October 31, Robert McMahon To Become CFO",Positive,1
2018-08-06,Alcoa Option Alert: Jan 18 $46 Calls Sweep (26) near the Ask: 1000 @ $2.951 vs 72 OI; Ref=$42.79,Positive,1
2018-08-09,Alcoa Says Doesn't Expect Any Impact to Production Due to Labor Issue in Australia,Neutral,0
2018-08-14,"Agilent Technologies Q3 Adj. EPS $0.67 Beats $0.63 Estimate, Sales $1.203B Beat $1.2B Estimate",Negative,-1
2018-08-15,"Deutsche Bank Maintains Buy on Agilent Technologies, Raises Price Target to $80",Negative,-1
2018-08-21,"Agilent Companion Diagnostic Gains Expanded FDA Approval in Urothelial Carcinoma, PD-L1 IHC 22C3 pha",Negative,-1
2018-08-29,"Shares of Alcoa Spiking Higher, Now Up 1.74% At $45.02",Negative,-1
2018-09-07,25 Stocks Moving In Friday's Pre-Market Session,Positive,1
2018-09-12,"Benzinga's Top Upgrades, Downgrades For September 12, 2018",Neutral,0
2018-09-17,"A Life Science Tools And Diagnostics Pair Trade: Goldman Recommends Buying Agilent, Moving to Sideli",Positive,1
2018-09-18,'JUST IN: Rusal's aluminum plant in Armenia starts reducing output due to U.S. sanctions - sources'-,Neutral,0
2018-09-26,A Peek Into The Markets: US Stock Futures Up; All Eyes On Fed Decision,Positive,1
2018-09-27,"Stocks Which Set New 52-Week Low Yesterday, September 26th",Neutral,0
2018-10-01,"Pres Trump Says Steel, Aluminum Tariffs Will Remain",Positive,1
2018-10-03,Najarian Brothers See Unusual Activity In Baker Hughes And Alcoa,Neutral,0
2018-10-04,26 Stocks Moving In Thursday's Pre-Market Session,Positive,1
2018-10-10,"Morgan Stanley Maintains Overweight on Agilent Technologies, Raises Price Target to $86",Negative,-1
2018-10-11,"Stocks Which Set New 52-Week Low Yesterday, October 10th",Neutral,0
2018-10-12,"Stocks Which Set New 52-Week Low Yesterday, October 11th",Neutral,0
2018-10-15,"The Week Ahead: Q3 Earnings Season, Canada Decriminalizes Cannabis",Neutral,0
2018-10-17,"Alcoa CFO ""Says US Smelters Helped By Tariffs Pushing Up Midwest Regional Premium, Says Impact Of Ta",Negative,-1
2018-10-18,"BofA, Morgan Stanley Weigh In On Alcoa's Q3",Positive,1
2018-10-19,50 Biggest Movers From Yesterday,Positive,1
2018-10-29,Agilent Highlights Letter To SEC Related To Material Misstatements In Twist Bioscience's S-1,Neutral,0
2018-11-07,"US Dept. Of Commerce To Impose Final Anti-Dumping, Anti-Subsidy Duties Of 96.3-176.2% On Chinese Com",Positive,1
2018-11-14,13F From JANA Shows Cut Stake In Agilent,Positive,1
2018-11-16,"Citigroup Maintains Neutral on Alcoa, Lowers Price Target to $33",Positive,1
2018-11-19,6 Stocks Moving In Monday's After-Hours Session,Neutral,0
2018-11-20,36 Stocks Moving In Tuesday's Mid-Day Session,Positive,1
2018-11-21,50 Biggest Movers From Yesterday,Positive,1
2018-11-27,"Stocks Which Set New 52-Week Low Yesterday, Mon., Nov. 26, 2018",Neutral,0
2018-11-28,"Stocks Which Set New 52-Week Low Yesterday Tues., Nov. 27, 2018",Neutral,0
2018-12-07,US Locks In Duties Of Aluminum Sheet From China As Trade Panel Finds US Industry Harmed,Negative,-1
2018-12-10,US To Issue Antidumping Order On Chinese Aluminum Alloy Sheet,Positive,1
2018-12-20,"Stocks Which Set New 52-Week Low Yesterday, Tues., Dec. 20, 2018",Neutral,0
2018-12-27,"Alcoa To Report Q4 Earnings On Wed., Jan. 16, 2019 After Market Close",Positive,1
2019-01-03,"Needham Initiates Coverage On Agilent Technologies with Buy Rating, Announces $77 Price Target",Positive,1
2019-01-04,Alcoa Option Alert: Feb 15 $30 Calls Sweep (10) near the Ask: 600 @ $1.35 vs 2303 OI; Earnings 1/16 ,Positive,1
2019-01-13,5 Most Volatile Earnings Stocks,Neutral,0
2019-01-14,"Benzinga's Top Upgrades, Downgrades For January 14, 2019",Neutral,0
2019-01-16,5 Stocks Moving In Wednesday's After-Hours Session,Neutral,0
2019-01-17,"Moody's Says U.S. Tariffs Benefit U.S. Steel, Aluminum Sectors; Hurt U.S. Manufacturing Sectors Vuln",Neutral,0
2019-01-29,Agilent Technologies Option Alert: Mar 15 $75 Calls at the Ask: 1000 @ $2.3 vs 33 OI; Earnings 2/20 ,Positive,1
2019-02-12,8 Biggest Price Target Changes For Tuesday,Positive,1
2019-02-14,"JANA 13F Shows Liquidated Stakes In Alibaba, Agilent, US Steel, SVMK, Electronic Arts, Dollar Tree",Positive,1
2019-02-20,"UPDATE: Agilent Raises FY19 Adj. EPS Guidance From $3-$3.05 To $3.03-$3.07 vs $3.05 Estimate, Sales ",Negative,-1
2019-02-21,"Barclays Maintains Overweight on Agilent Technologies, Raises Price Target to $83",Negative,-1
2019-02-25,Dissecting The IPS Worldwide Bankruptcy,Positive,1
2019-03-11,Some Japanese Aluminium Buyers Agree Q2 Premium of $105/Tonne,Negative,-1
2019-03-15,"Benzinga's Top Upgrades, Downgrades For March 15, 2019",Neutral,0
2019-03-26,10 Biggest Price Target Changes For Tuesday,Positive,1
2019-04-02,"Benzinga's Top Upgrades, Downgrades For April 2, 2019",Neutral,0
2019-04-03,"Benzinga's Top Upgrades, Downgrades For April 3, 2019",Neutral,0
2019-04-17,4 Stocks Moving In Wednesday's After-Hours Session,Neutral,0
2019-04-22,Gabelli & Co. Upgrades Alcoa to Buy,Positive,1
2019-04-26,American Airlines Sees FY19 Adj. EPS $4.00-$6.00 vs $5.63 Est.,Neutral,0
2019-05-03,Shares of several consumer metals and mining companies are trading higher as commodity prices gain a,Negative,-1
2019-05-10,Shares of several healthcare companies are trading lower in sympathy with the overall market. The S&,Neutral,0
2019-05-14,5 Stocks Moving In Tuesday's After-Hours Session,Neutral,0
2019-05-15,44 Stocks Moving In Wednesday's Mid-Day Session,Positive,1
2019-05-16,Shares of many Healthcare companies are trading higher as markets rebound from the recent volatility,Neutral,0
2019-05-17,"Reports: US Set To Drop Steel And Aluminum Tariffs On Mexico, Canada",Neutral,0
2019-06-05,Alcoa Analyst Says Alumina Oversupply Concerns Outweigh Short-Term Profit Opportunity,Neutral,0
2019-06-08,"Bulls & Bears Of The Week: GameStop, McDonald's, Tesla, Tilray And More",Positive,1
2019-06-11,"Benzinga's Top Upgrades, Downgrades For June 11, 2019",Neutral,0
2019-06-18,"Alcoa Shares Dip Lower Over Last Few Mins, Down ~1.7% On Volume Spike; Stock Still Up 4.2% For Sessi",Neutral,0
2019-06-25,Alcoa Option Alert: Oct 18 $24 Calls at the Ask: 5000 @ $1.65 vs 22559 OI; Earnings 7/17 After Close,Positive,1
2019-06-26,Alcoa Announces Aluminerie de Bécancour Inc. Has Presented Final OFfer To United Steelworkers For Ne,Negative,-1
2019-07-02,"Alcoa Reports Planned Restart, New Labor Contract For Aluminerie de Becancour Smelter In Quebec, Can",Negative,-1
2019-07-05,"Alcoa Expects To Record Restructuring-related Charges In Q3 2019, Rather Than Q2 Of 2019, Estimated ",Neutral,0
2019-07-09,Shares of several steel companies are trading lower after Russia launched a complaint at the WTO to ,Neutral,0
2019-07-11,Agilent Will Acquire BioTek Instruments In $1.16B Deal,Positive,1
2019-07-15,"Barclays Downgrades Agilent Technologies to Equal-Weight, Lowers Price Target to $78",Negative,-1
2019-07-16,"Benzinga Pro's Top 10 Most-Searched Tickers For Morning of Tuesday, July 16, 2019",Positive,1
2019-07-17,5 Stocks Moving In Wednesday's After-Hours Session,Neutral,0
2019-07-18,28 Stocks Moving In Thursday's Pre-Market Session,Positive,1
2019-07-19,"Benzinga's Top Upgrades, Downgrades For July 19, 2019",Neutral,0
2019-07-31,Agilent Shares Unaffected As Hearing FDA Approved Co.'s PD-L1 IHC 22C3 PharmDx Assay For Expanded Us,Negative,-1
2019-08-01,Agilent Announces Settlement of Key Intellectual Property Case in China,Neutral,0
2019-08-02,Stocks That Set New 52-Week Lows Friday Morning,Neutral,0
2019-08-05,Shares of several gold companies are trading higher amid heightened US-China trade tensions. Concern,Negative,-1
2019-08-06,"Shares of diagnostics and research companies are trading higher in sympathy with Syneos Health, whic",Negative,-1
2019-08-14,Agilent Technologies shares are trading higher after the company reported better-than-expected Q3 EP,Negative,-1
2019-08-15,46 Stocks Moving In Thursday's Mid-Day Session,Positive,1
2019-08-16,"Top 10 Movers Via Benzinga Pro's Screener Tool For Morning of Friday., August 16, 2019",Positive,1
2019-08-30,United Steelworkers Will Not Be Discussing Details Of Proposed New Contract With Alcoa Until Members,Positive,1
2019-09-03,Agilent Collaborates On Study Of Performance-Enhancing Spinach Extract,Positive,1
2019-09-05,Shares of several healthcare companies are trading higher in sympathy with the overall market after ,Negative,-1
